index,time,open,high,low,close,volume
278,2023-12-26 13:00:00,192.9350,193.1160,192.5840,192.6450,2344902
277,2023-12-26 14:00:00,192.6450,192.8960,192.6240,192.8000,2317149
276,2023-12-26 15:00:00,192.8050,193.2460,192.6740,192.7950,5498682
275,2023-12-27 10:00:00,192.2100,192.2970,190.8560,191.4270,7267166
274,2023-12-27 11:00:00,191.4350,191.9380,190.8460,191.9000,6171992
273,2023-12-27 12:00:00,191.9060,192.5070,191.8660,192.3950,5431193
272,2023-12-27 13:00:00,192.3950,193.2560,192.3940,193.1360,4581496
271,2023-12-27 14:00:00,193.1340,193.1360,192.5140,192.6750,4230883
270,2023-12-27 15:00:00,192.6750,192.9760,192.4840,192.9450,7287759
269,2023-12-28 10:00:00,193.8480,194.2350,193.4830,193.9640,4923855
268,2023-12-28 11:00:00,193.9640,193.9750,193.6430,193.8840,3054197
267,2023-12-28 12:00:00,193.8780,194.1850,193.6430,193.7340,3220384
266,2023-12-28 13:00:00,193.7290,193.7350,193.3330,193.6250,3143837
265,2023-12-28 14:00:00,193.6290,193.8450,193.6180,193.7280,2276451
264,2023-12-28 15:00:00,193.7240,193.7250,192.9240,193.3340,6997078
263,2023-12-29 10:00:00,193.2590,193.3060,192.4190,192.5100,3974474
262,2023-12-29 11:00:00,192.5150,192.6230,191.6450,192.0760,4184810
261,2023-12-29 12:00:00,192.0810,192.2370,191.4810,191.7110,4253517
260,2023-12-29 13:00:00,191.7110,192.1770,191.6250,192.1260,3585898
259,2023-12-29 14:00:00,192.1310,192.2970,191.8450,192.2260,2979385
258,2023-12-29 15:00:00,192.2300,192.8860,191.7750,192.2760,10090692
503,2024-01-02 10:00:00,186.2830,186.8640,184.9480,185.6540,9904560
502,2024-01-02 11:00:00,185.6440,187.1140,185.6330,186.5070,7086716
501,2024-01-02 12:00:00,186.5130,186.8040,185.6030,185.6420,5834968
500,2024-01-02 13:00:00,185.6490,185.7230,184.5090,184.6740,6250375
499,2024-01-02 14:00:00,184.6680,184.7470,183.7750,183.8160,7189018
498,2024-01-02 15:00:00,183.8110,185.4060,183.6510,185.2900,13963235
497,2024-01-03 10:00:00,184.5350,185.0560,183.2160,183.6270,9495059
496,2024-01-03 11:00:00,183.6210,184.1470,183.2560,183.2770,5895725
495,2024-01-03 12:00:00,183.2720,184.1370,183.1960,184.1010,4413417
494,2024-01-03 13:00:00,184.0960,184.3270,183.9450,184.1360,3582685
493,2024-01-03 14:00:00,184.1260,184.7070,183.5710,184.4160,4970909
492,2024-01-03 15:00:00,184.4150,184.4770,183.5160,184.0060,7229953
491,2024-01-04 10:00:00,181.2490,181.9140,180.6490,181.2600,11622553
490,2024-01-04 11:00:00,181.2590,182.2100,181.0890,181.2100,8353652
489,2024-01-04 12:00:00,181.2090,182.1600,181.1990,182.0040,5525483
488,2024-01-04 13:00:00,181.9980,182.8390,181.9380,182.5180,4744298
487,2024-01-04 14:00:00,182.5180,182.7290,182.0330,182.0690,5245891
486,2024-01-04 15:00:00,182.0780,182.3200,181.1990,181.6890,10503105
485,2024-01-05 10:00:00,181.4790,182.4200,181.4680,182.4180,7312585
484,2024-01-05 11:00:00,182.4280,182.5090,181.6780,181.8710,4312357
483,2024-01-05 12:00:00,181.8790,181.9900,181.0490,181.3600,4806286
482,2024-01-05 13:00:00,181.3630,182.0000,180.9790,181.8040,4450824
481,2024-01-05 14:00:00,181.8040,181.9500,180.1900,180.2560,11723734
480,2024-01-05 15:00:00,180.2610,181.0310,179.9400,180.9500,10676892
479,2024-01-08 10:00:00,183.1770,183.6530,183.0660,183.3520,6711964
478,2024-01-08 11:00:00,183.3570,183.6180,182.9760,183.6020,5036898
477,2024-01-08 12:00:00,183.6060,184.3370,183.0560,184.0210,5920121
476,2024-01-08 13:00:00,184.0170,184.4870,183.7750,184.4760,3206067
475,2024-01-08 14:00:00,184.4850,185.0870,184.3150,184.9360,4651341
474,2024-01-08 15:00:00,184.9420,185.3660,184.6740,185.3140,9508392
473,2024-01-09 10:00:00,183.0220,183.7480,182.7370,183.2600,5569128
472,2024-01-09 11:00:00,183.2570,184.5670,183.2560,184.5550,4733332
471,2024-01-09 12:00:00,184.5600,184.5970,184.1400,184.4860,2865632
470,2024-01-09 13:00:00,184.4850,184.6870,183.8050,184.2460,3348350
469,2024-01-09 14:00:00,184.2560,184.4520,183.9800,184.3760,2927416
468,2024-01-09 15:00:00,184.3850,184.9160,184.1750,184.8950,8233647
467,2024-01-10 10:00:00,184.0260,184.5670,183.6860,184.5380,5306064
466,2024-01-10 11:00:00,184.5440,184.7770,183.8150,184.0360,5363963
465,2024-01-10 12:00:00,184.0570,184.1620,183.8450,184.0860,2641632
464,2024-01-10 13:00:00,184.0910,184.6170,183.8950,184.5450,3104236
463,2024-01-10 14:00:00,184.5550,185.8950,184.5340,185.8810,6779495
462,2024-01-10 15:00:00,185.8840,186.1650,185.0340,185.9140,9285881
461,2024-01-11 10:00:00,184.5000,184.6470,183.3860,184.4450,8214461
460,2024-01-11 11:00:00,184.4350,186.3650,183.6010,183.7070,4981375
459,2024-01-11 12:00:00,183.7160,184.3520,183.6760,184.0860,3823003
458,2024-01-11 13:00:00,184.0860,184.9360,184.0200,184.9170,3540667
457,2024-01-11 14:00:00,184.9250,185.4660,184.7540,185.3050,4047615
456,2024-01-11 15:00:00,185.3040,185.5360,183.8350,185.3440,7543709
455,2024-01-12 10:00:00,185.5340,186.0700,184.9540,185.4590,5500178
454,2024-01-12 11:00:00,185.4690,185.8250,185.1540,185.3370,4216168
453,2024-01-12 12:00:00,185.3340,185.6160,185.1940,185.3870,2646523
452,2024-01-12 13:00:00,185.3940,185.7050,185.3440,185.6540,2320052
451,2024-01-12 14:00:00,185.6590,185.8320,185.0240,185.0800,3648574
450,2024-01-12 15:00:00,185.0750,185.7450,184.9840,185.6840,6578518
449,2024-01-16 10:00:00,181.1300,183.6680,180.7990,183.5470,11784741
448,2024-01-16 11:00:00,183.5460,184.0280,182.5370,182.6680,7932831
447,2024-01-16 12:00:00,182.6580,182.7190,181.9880,182.0240,4865097
446,2024-01-16 13:00:00,182.0280,182.7190,181.9780,182.1630,5583814
445,2024-01-16 14:00:00,182.1680,182.7090,181.9080,182.6680,5427491
444,2024-01-16 15:00:00,182.6680,183.3980,182.6020,183.3770,7029608
443,2024-01-17 10:00:00,181.0100,181.6210,180.9590,181.2690,6884146
442,2024-01-17 11:00:00,181.2640,181.8350,181.2540,181.4990,5015752
441,2024-01-17 12:00:00,181.5090,182.1000,181.5080,182.0090,3659950
440,2024-01-17 13:00:00,181.9990,182.3050,181.1390,181.8540,5466004
439,2024-01-17 14:00:00,181.8590,182.4500,181.7700,181.9640,4519663
438,2024-01-17 15:00:00,181.9690,182.6990,181.8180,182.4280,6486110
437,2024-01-18 10:00:00,187.1220,187.9230,186.3570,187.8490,11357926
436,2024-01-18 11:00:00,187.8510,188.7220,187.3210,188.2320,10200601
435,2024-01-18 12:00:00,188.2460,188.2920,187.2610,187.6120,6539433
434,2024-01-18 13:00:00,187.6110,188.0230,186.5120,187.9210,6694677
433,2024-01-18 14:00:00,187.9310,188.9010,187.9200,188.7350,7117889
432,2024-01-18 15:00:00,188.7400,188.8910,188.2700,188.4900,10150099
431,2024-01-19 10:00:00,189.3490,189.9200,188.6690,189.5490,8681832
430,2024-01-19 11:00:00,189.5390,189.8200,189.0890,189.7340,5742483
429,2024-01-19 12:00:00,189.7340,190.3990,189.6580,190.3230,5765469
428,2024-01-19 13:00:00,190.3230,191.2080,190.2520,191.1710,7690914
427,2024-01-19 14:00:00,191.1670,191.7080,190.9260,191.4070,7261285
426,2024-01-19 15:00:00,191.4100,191.5780,191.0760,191.3370,8733470
425,2024-01-22 10:00:00,194.2130,195.0840,192.1150,193.1790,12727730
424,2024-01-22 11:00:00,193.2020,193.7450,192.9040,193.4440,5785515
423,2024-01-22 12:00:00,193.4740,193.8210,192.7840,193.6790,4959786
422,2024-01-22 13:00:00,193.6840,194.2550,193.4130,194.2430,4916970
421,2024-01-22 14:00:00,194.2430,194.3250,193.6930,193.8340,4486117
420,2024-01-22 15:00:00,193.8330,193.8630,193.2130,193.6240,7120351
419,2024-01-23 10:00:00,194.5520,194.6940,193.5830,194.0530,6540469
418,2024-01-23 11:00:00,194.0480,194.4740,193.9320,194.3930,4330440
417,2024-01-23 12:00:00,194.3830,194.9640,194.2470,194.8920,3559109
416,2024-01-23 13:00:00,194.9020,194.9940,194.5020,194.5560,4180513
415,2024-01-23 14:00:00,194.5620,194.7840,194.3220,194.6930,3576506
414,2024-01-23 15:00:00,194.6970,195.0040,194.4120,194.9020,7626542
413,2024-01-24 10:00:00,194.8320,196.0920,194.4120,195.6610,8195229
412,2024-01-24 11:00:00,195.6610,195.7430,195.0210,195.6110,7039797
411,2024-01-24 12:00:00,195.6110,195.8330,195.2610,195.4970,4084289
410,2024-01-24 13:00:00,195.4910,195.4930,194.8910,195.0420,5390445
409,2024-01-24 14:00:00,195.0340,195.1430,194.4420,194.6630,4576776
408,2024-01-24 15:00:00,194.6620,194.8840,194.0920,194.2630,7506616
407,2024-01-25 10:00:00,194.5720,195.3830,194.3820,195.2220,6675228
406,2024-01-25 11:00:00,195.2320,196.0200,194.9110,195.7090,5904017
405,2024-01-25 12:00:00,195.7110,195.8090,195.2810,195.5560,4526873
404,2024-01-25 13:00:00,195.5560,195.7100,193.8030,193.8790,8876597
403,2024-01-25 14:00:00,193.8730,193.8750,192.8660,193.3140,5705193
402,2024-01-25 15:00:00,193.3040,194.0650,193.2030,193.9440,7334125
401,2024-01-26 10:00:00,194.3930,194.5140,193.9420,194.2780,5060936
400,2024-01-26 11:00:00,194.2730,194.3250,193.6630,193.7940,3680077
399,2024-01-26 12:00:00,193.7930,193.8350,192.2150,192.2240,5740538
398,2024-01-26 13:00:00,192.2150,192.5170,192.0250,192.2070,4025723
397,2024-01-26 14:00:00,192.2100,192.7270,192.0950,192.6650,3109525
396,2024-01-26 15:00:00,192.6750,192.7320,191.6950,192.1760,8756752
395,2024-01-29 10:00:00,190.5380,191.7580,190.2470,190.3480,6238236
394,2024-01-29 11:00:00,190.3480,190.7870,190.1570,190.5330,4282311
393,2024-01-29 12:00:00,190.5380,190.9190,190.4770,190.8080,3415916
392,2024-01-29 13:00:00,190.8270,191.1490,190.6900,191.0270,2655575
391,2024-01-29 14:00:00,191.0270,191.4280,190.9960,191.1320,4093894
390,2024-01-29 15:00:00,191.1370,191.9580,191.1260,191.5370,8400277
389,2024-01-30 10:00:00,190.8570,190.9290,187.9800,188.2510,12460313
388,2024-01-30 11:00:00,188.2500,188.7020,187.6250,188.4810,7654655
387,2024-01-30 12:00:00,188.4900,188.6920,187.6300,187.6320,4927776
386,2024-01-30 13:00:00,187.6330,188.4020,187.4410,187.7810,4248011
385,2024-01-30 14:00:00,187.7810,188.0420,187.2310,187.9910,4853266
384,2024-01-30 15:00:00,187.9860,188.0320,187.5610,187.7410,7624828
383,2024-01-31 10:00:00,184.9550,185.5460,184.6640,185.0550,6762055
382,2024-01-31 11:00:00,185.0650,185.6360,185.0590,185.4490,3897066
381,2024-01-31 12:00:00,185.4490,186.7640,185.3750,186.0890,3641418
380,2024-01-31 13:00:00,186.0930,186.2950,185.8380,185.9440,3259321
379,2024-01-31 14:00:00,185.9330,186.7040,185.0240,185.7340,5922259
378,2024-01-31 15:00:00,185.7440,185.7950,184.1150,184.1260,9880076
623,2024-02-01 10:00:00,185.2240,186.0730,184.6640,185.1350,7298367
622,2024-02-01 11:00:00,185.1340,185.8340,185.0540,185.4460,4707093
621,2024-02-01 12:00:00,185.4440,186.2030,185.4040,185.8830,4936902
620,2024-02-01 13:00:00,185.8930,185.9530,185.0240,185.5590,4053211
619,2024-02-01 14:00:00,185.5640,186.3830,185.3140,186.2380,4876370
618,2024-02-01 15:00:00,186.2330,186.7130,186.0430,186.6520,10210611
617,2024-02-02 10:00:00,182.2700,185.7040,182.2080,185.4290,17035414
616,2024-02-02 11:00:00,185.4340,187.0920,181.8180,186.0930,13472910
615,2024-02-02 12:00:00,186.0980,186.8820,184.8840,185.0390,8360114
614,2024-02-02 13:00:00,185.0390,186.0030,184.6190,185.6780,7109133
613,2024-02-02 14:00:00,185.6930,186.7820,185.3540,186.7420,5561602
612,2024-02-02 15:00:00,186.7520,186.8320,185.5930,185.6030,11915108
611,2024-02-05 10:00:00,186.3230,188.1210,185.8730,186.6570,11646697
610,2024-02-05 11:00:00,186.6520,187.8660,186.5420,187.7460,7086419
609,2024-02-05 12:00:00,187.7410,189.0100,186.0030,188.8240,7768079
608,2024-02-05 13:00:00,188.8290,188.8350,188.2900,188.4800,5113715
607,2024-02-05 14:00:00,188.4750,188.6600,188.1300,188.2780,5039982
606,2024-02-05 15:00:00,188.2800,188.3900,187.4010,187.4210,9108658
605,2024-02-06 10:00:00,187.7210,188.0710,187.0310,187.4860,6895349
604,2024-02-06 11:00:00,187.4710,188.7800,187.4610,188.5750,5592898
603,2024-02-06 12:00:00,188.5800,188.9000,188.1900,188.2900,3851260
602,2024-02-06 13:00:00,188.3000,188.7600,188.2720,188.5350,3555724
601,2024-02-06 14:00:00,188.5350,188.5760,187.9900,188.3300,3009603
600,2024-02-06 15:00:00,188.3400,189.0700,187.9300,189.0490,6495160
599,2024-02-07 10:00:00,188.7640,190.4190,188.3700,189.4190,8898546
598,2024-02-07 11:00:00,189.4190,189.4790,188.5650,188.8940,5755875
597,2024-02-07 12:00:00,188.8990,188.9800,188.4100,188.7560,3972122
596,2024-02-07 13:00:00,188.7590,189.0550,188.4900,188.9590,3866433
595,2024-02-07 14:00:00,188.9590,189.1690,188.6490,189.0190,3632341
594,2024-02-07 15:00:00,189.0240,189.1790,188.6940,189.1690,7893910
593,2024-02-08 10:00:00,188.7100,188.7200,187.1110,187.8760,7827939
592,2024-02-08 11:00:00,187.8710,188.6210,187.5910,188.1600,4460416
591,2024-02-08 12:00:00,188.1600,188.5100,187.8200,187.8460,3186395
590,2024-02-08 13:00:00,187.8460,188.1210,187.7610,187.9010,3464863
589,2024-02-08 14:00:00,187.9110,188.0610,187.7510,187.9400,2974140
588,2024-02-08 15:00:00,187.9370,188.2060,187.8300,188.1000,6171385
587,2024-02-09 10:00:00,188.6700,188.8380,188.3550,188.6760,5541163
586,2024-02-09 11:00:00,188.6850,189.9900,188.6800,189.7700,8025110
585,2024-02-09 12:00:00,189.7750,189.8400,189.1000,189.6480,4756664
584,2024-02-09 13:00:00,189.6450,189.6600,189.0400,189.0800,3798463
583,2024-02-09 14:00:00,189.0800,189.0800,188.7000,188.9440,3529914
582,2024-02-09 15:00:00,188.9500,188.9650,188.5650,188.8300,6507619
581,2024-02-12 10:00:00,187.9850,188.0600,187.3800,187.7900,5923518
580,2024-02-12 11:00:00,187.7950,188.1800,187.6900,188.0050,3448536
579,2024-02-12 12:00:00,188.0150,188.2100,187.7000,188.1600,2961881
578,2024-02-12 13:00:00,188.1600,188.3700,187.5500,187.9900,3337495
577,2024-02-12 14:00:00,187.9850,188.0380,186.9200,186.9900,3775380
576,2024-02-12 15:00:00,186.9800,187.4500,186.7900,187.1800,6771271
575,2024-02-13 10:00:00,185.1500,186.1900,184.7600,185.8500,7013174
574,2024-02-13 11:00:00,185.8500,186.0250,185.2700,185.4100,4083304
573,2024-02-13 12:00:00,185.4100,185.7700,185.1100,185.1600,3194923
572,2024-02-13 13:00:00,185.1500,185.4400,184.9600,185.0000,3464410
571,2024-02-13 14:00:00,184.9900,184.9950,183.7930,183.8600,5338881
570,2024-02-13 15:00:00,183.8550,185.2000,183.5130,185.0300,10051493
569,2024-02-14 10:00:00,184.0300,184.2700,183.1100,183.1800,8523461
568,2024-02-14 11:00:00,183.1850,183.6000,182.8040,182.9950,5787582
567,2024-02-14 12:00:00,183.0000,183.0150,182.5100,182.7150,4688803
566,2024-02-14 13:00:00,182.7200,183.1600,182.4400,182.9500,4189535
565,2024-02-14 14:00:00,182.9500,183.2100,182.4900,182.9180,4362765
564,2024-02-14 15:00:00,182.9200,184.2700,182.8300,184.0200,8670212
563,2024-02-15 10:00:00,182.0800,182.6700,181.3500,182.0350,9555125
562,2024-02-15 11:00:00,182.0350,182.1600,181.5500,181.7400,5270818
561,2024-02-15 12:00:00,181.7320,182.2500,181.6400,181.7900,4084381
560,2024-02-15 13:00:00,181.7900,182.4600,181.6650,182.1200,5029327
559,2024-02-15 14:00:00,182.1200,182.3650,181.7400,182.3510,4784701
558,2024-02-15 15:00:00,182.3570,184.4900,182.1000,183.9500,14739576
557,2024-02-16 10:00:00,182.3000,183.3600,181.8600,183.0600,8373768
556,2024-02-16 11:00:00,183.0600,183.4470,182.8400,183.1000,4414809
555,2024-02-16 12:00:00,183.0900,183.1500,182.6350,182.7400,2958713
554,2024-02-16 13:00:00,182.7310,182.9100,182.4800,182.8970,3724483
553,2024-02-16 14:00:00,182.9000,183.1970,182.0300,182.2000,3901621
552,2024-02-16 15:00:00,182.1900,182.4200,181.6650,182.2900,7154122
551,2024-02-20 10:00:00,180.8300,180.8350,180.0000,180.7350,7611966
550,2024-02-20 11:00:00,180.7300,181.3700,180.7000,181.0850,5523252
549,2024-02-20 12:00:00,181.1000,181.1260,180.4900,180.7550,4275220
548,2024-02-20 13:00:00,180.7450,180.9500,180.4000,180.7300,3457599
547,2024-02-20 14:00:00,180.7300,180.9100,180.4100,180.9000,3173429
546,2024-02-20 15:00:00,180.9100,181.6600,180.8600,181.6200,8604483
545,2024-02-21 10:00:00,182.5400,182.8500,182.1300,182.1600,5441999
544,2024-02-21 11:00:00,182.1600,182.5900,181.9800,182.1200,3925067
543,2024-02-21 12:00:00,182.1200,182.1250,181.1800,181.5400,3374868
542,2024-02-21 13:00:00,181.5300,181.7250,181.0600,181.2940,3152041
541,2024-02-21 14:00:00,181.2920,181.4700,180.6600,181.0200,4248652
540,2024-02-21 15:00:00,181.0100,182.3900,180.7580,182.3200,6571084
539,2024-02-22 10:00:00,183.1300,183.4900,182.7000,182.8600,6324942
538,2024-02-22 11:00:00,182.8700,183.2600,182.4600,182.9500,4338765
537,2024-02-22 12:00:00,182.9500,183.6500,182.7400,183.6200,4040933
536,2024-02-22 13:00:00,183.6100,184.2900,183.1460,184.2180,4632346
535,2024-02-22 14:00:00,184.2100,184.9550,184.1900,184.5450,4975194
534,2024-02-22 15:00:00,184.5500,184.8500,184.1800,184.3600,10666275
533,2024-02-23 10:00:00,183.8800,183.9400,182.8000,183.3900,6109192
532,2024-02-23 11:00:00,183.3900,185.0000,182.6400,182.9200,4824443
531,2024-02-23 12:00:00,182.9150,183.0300,182.3100,182.8030,3885574
530,2024-02-23 13:00:00,182.8050,182.9700,182.6000,182.7250,6412824
529,2024-02-23 14:00:00,182.7300,182.7700,182.4300,182.6150,3242769
528,2024-02-23 15:00:00,182.6100,182.8200,182.2300,182.5200,7672664
527,2024-02-26 10:00:00,181.5200,181.8500,181.2000,181.2400,5344435
526,2024-02-26 11:00:00,181.2350,181.2700,180.7400,181.2050,5201509
525,2024-02-26 12:00:00,181.2050,181.2100,180.6500,180.8050,3364416
524,2024-02-26 13:00:00,180.8050,181.3900,180.7100,181.3900,3790360
523,2024-02-26 14:00:00,181.3850,181.7800,181.3350,181.4900,3518068
522,2024-02-26 15:00:00,181.5000,181.6100,181.0750,181.1400,5901379
521,2024-02-27 10:00:00,180.9300,181.6700,180.7150,181.0800,5022041
520,2024-02-27 11:00:00,181.0850,181.1200,180.7250,180.8200,2889480
519,2024-02-27 12:00:00,180.8230,181.0100,180.1100,180.1800,3156055
518,2024-02-27 13:00:00,180.1800,180.4900,179.5600,180.4600,4497482
517,2024-02-27 14:00:00,180.4650,183.9220,180.4300,182.9450,15764753
516,2024-02-27 15:00:00,182.9500,183.0000,182.1800,182.6300,10881426
515,2024-02-28 10:00:00,181.3000,181.8900,180.9600,181.3000,6791202
514,2024-02-28 11:00:00,181.3100,181.7650,181.1500,181.2400,4775556
513,2024-02-28 12:00:00,181.2400,181.4100,180.1900,180.2160,7121431
512,2024-02-28 13:00:00,180.2100,180.8800,180.1300,180.8800,4486066
511,2024-02-28 14:00:00,180.8800,180.9300,180.3500,180.7200,4174563
510,2024-02-28 15:00:00,180.7200,181.4700,180.5400,181.4200,7699620
509,2024-02-29 10:00:00,181.5000,182.1350,180.7100,180.9500,8703136
508,2024-02-29 11:00:00,180.9550,180.9650,179.5300,180.1100,8546118
507,2024-02-29 12:00:00,180.1050,180.3100,179.6500,180.1450,7608293
506,2024-02-29 13:00:00,180.1450,180.8000,179.6800,180.0850,6390379
505,2024-02-29 14:00:00,180.0850,180.4900,179.8600,180.2000,5899837
504,2024-02-29 15:00:00,180.2000,181.1100,179.5700,180.7700,16801011
647,2024-03-01 10:00:00,179.2400,180.4000,177.6700,178.2950,15653372
646,2024-03-01 11:00:00,178.2950,178.4700,177.7200,177.9350,8243681
645,2024-03-01 12:00:00,177.9350,179.0700,177.3800,178.5240,7989343
644,2024-03-01 13:00:00,178.5300,179.3900,178.3300,179.3200,6738458
643,2024-03-01 14:00:00,179.3150,180.2200,179.3000,180.0050,7251119
642,2024-03-01 15:00:00,180.0050,180.0100,179.4150,179.6300,9356044
641,2024-03-04 10:00:00,174.9600,175.9290,173.9000,174.8300,14265584
640,2024-03-04 11:00:00,174.8350,175.8950,174.1000,174.1200,8672800
639,2024-03-04 12:00:00,174.1110,174.7000,174.0100,174.0500,7365810
638,2024-03-04 13:00:00,174.0500,174.5050,173.7900,174.2050,7869144
637,2024-03-04 14:00:00,174.2000,175.6450,173.9800,175.3250,8209663
636,2024-03-04 15:00:00,175.3250,175.5000,174.9500,175.0900,10421539
635,2024-03-05 10:00:00,170.5000,171.0000,169.6200,170.4100,17072508
634,2024-03-05 11:00:00,170.4100,170.8200,169.8600,170.2500,8908343
633,2024-03-05 12:00:00,170.2500,170.8950,170.1100,170.2980,7426437
632,2024-03-05 13:00:00,170.3000,170.7600,169.9500,169.9850,7028687
631,2024-03-05 14:00:00,169.9900,170.5870,169.7900,170.0450,7494579
630,2024-03-05 15:00:00,170.0400,170.2500,169.8000,170.1700,13308330
629,2024-03-06 10:00:00,169.8050,170.0500,168.9800,169.5450,9421609
628,2024-03-06 11:00:00,169.5500,170.0100,169.3150,169.7450,6727904
627,2024-03-06 12:00:00,169.7500,170.3500,169.7000,170.1210,6377049
626,2024-03-06 13:00:00,170.1250,170.2250,169.0400,169.3800,5969612
625,2024-03-06 14:00:00,169.3800,169.5000,168.6800,168.8400,6853077
624,2024-03-06 15:00:00,168.8300,169.4000,168.7500,169.1200,8865828
